sla,rating,complaint_ref_no,incident_date,mode,channel_type,from_fois,complaint_type,sub_type,zn_cd,div_cd,dept_cd,\nSTATUS,\ncreated_on,modified_on,diff,complaint,remarks,train_station,own_zn_cd,own_div_cd,commodity_name,forwarded,train_class,berth_no,feedback_remarks,next_station,physical_coach_no,train_name
No,,2.02404E+12,31-03-2024 23:56,S,M,0,Unreserved Ticketing,UTS/ATVM - Digital Payment,IRC,IRC,IRC,Closed,01-04-2024 00:18,01-04-2024 00:21,00:02,I tried booking a ticket using your IRCTC UTS mobile app. The money was debited from my UPI application but the ticket did not get created in the application. I have been trying to contact everybody but have not been able to get to any of you. What should I do now? Hello! I got this problem with uts app again  Mobile number 7907641690 Date of txn 31-03-2024 Amount: 165,"Dear customer, Refund is in the process for CPG id: -803310583775527 , the same will be refunded to your respective account shortly. It may take 7-12 working days to be reflect in your account.    For more information regarding UTS mobile app visit at below link:  https:  www.utsonmobile.indianrail.gov.in RDS policy faq_?1    ",,,,,,,,,,,NA
SLA 2,Unsatisfactory,2.02404E+12,01-04-2024 00:15,S,W,0,Security,Others ,NC,ALD,CML,Closed,01-04-2024 00:18,01-04-2024 04:47,04:28,Sleeper coach is full of non ticket people not able to reach the seat ,ATTENDED BY BIC TC ( GULVEER SINGH ) AND RPF STAFF ( MUNIDAR SINGH ) AT ALJN. COUNTER WL PASSENGER WAS IN THE COACH.,CNB,,,,,,,The passengers were carrying general ticket only. And TT along with security staff was taking money.,,,NA
SLA 1,,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,WR,BRC,CML,Closed,01-04-2024 00:18,01-04-2024 02:50,02:31,Customer complained that There is an unauthorized person in the SLR Coach train no:-12484 coach no:-S1 customer no:-8766238868,"Dear Sir,   We received your representation through Railmadad, it is revealed assistance from the manning staff and RPF staff is required as there are unauthorized passengers in the coach. The inconvenience caused is deeply regretted. Railway is committed to ensuring the comfortable, safe, and secure journey of its passengers. Hence, we have informed onboard manning staff to attend to and resolve your complaint. Please remember to share your feedback on our efforts. Western Railway will be happy to provide the best of services.",12484,NR,FZR,,5,,,,,,KCVL EXPRESS [SUPERFAST]
No,Unsatisfactory,2.02404E+12,,T,H,0,Security,Others ,NR,MB,RPF,Closed,01-04-2024 00:18,01-04-2024 00:42,00:24,customer says seat par bachho ko sula rakha h or ladies ko bethne ki jagah nhi de rhae,शिकायतकर्ता आकाश ने बताया कि मैं आगे की तरफ जनरल कोच में परिवार के साथ यात्रा कर रहा हूं।कोच में महिलाओं को बैठने नहीं दिया जा रहा है जबकि सीट पर काफी जगह है।शिकायत के समाधान के लिए आरपीएफ पोस्ट मुरादाबाद को सूचित कर दिया गया है।जिनके द्वारा गाड़ी को अटेंड कर आपकी मदद की जाएगी। thanks for using Rail madad.,13009,ER,HWH,,1,,,,,,HWH YNRK DOON EXP [MAIL EXPRESS]
No,,2.02404E+12,01-04-2024 00:14,T,A,0,Bed Roll,Non Availability,EC,SEE,CNW,Closed,01-04-2024 00:18,01-04-2024 00:40,00:22,Pillow cover is not available ,महोदय आपको हुई असुविधा के लिए हमें बेहद खेद है। आपके कंप्लेंट के अनुसार आप कोच नं.-A2  सीट नं.31 पर सफर कर रहे हैं और आपको Pillow cover नहीं मिला है । जिसे Bedroll स्टाफ द्वारा आपको  Pillow cover  दिया गया ।जिसका पुष्टि आपके द्वारा किया गया। आपकी सहमति से इस कंप्लेंट को बंद किया जा रहा है ।कृपया इसकी आपूर्ति आप अपने महत्वपूर्ण फीडबैक देकर करें। भारतीय रेल आपको बेहतर सेवाएं देने हेतु कृत संकल्प है। धन्यवाद।,15203,EC,SEE,,,2A,31,,DGA,223737,BARAUNI LUCKNOW EXPRESS [MAIL EXPRESS]
SLA 1,,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,WR,BRC,CML,Closed,01-04-2024 00:18,01-04-2024 02:58,02:39,Customer complained that There is an unauthorized person in the SLR Coach train no:-12484 coach no:-S1 customer no:-8766238868,"Dear Sir,   We received your representation through Railmadad, it is revealed assistance from the manning staff and RPF staff is required as there are unauthorized passengers in the coach. The inconvenience caused is deeply regretted. Railway is committed to ensuring the comfortable, safe, and secure journey of its passengers. Hence, we have informed onboard manning staff to attend to and resolve your complaint. Please remember to share your feedback on our efforts. Western Railway will be happy to provide the best of services.",12484,NR,FZR,,5,,,,,,KCVL EXPRESS [SUPERFAST]
SLA 1,,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,WR,BRC,CML,Closed,01-04-2024 00:18,01-04-2024 03:01,02:43,Customer complained that There is an unauthorized person in the SLR Coach train no:-12484 coach no:-S1 customer no:-8766238868,"Dear Sir,   We received your representation through Railmadad, it is revealed assistance from the manning staff and RPF staff is required as there are unauthorized passengers in the coach. The inconvenience caused is deeply regretted. Railway is committed to ensuring the comfortable, safe, and secure journey of its passengers. Hence, we have informed onboard manning staff to attend to and resolve your complaint. Please remember to share your feedback on our efforts. Western Railway will be happy to provide the best of services.",12484,NR,FZR,,5,,,,,,KCVL EXPRESS [SUPERFAST]
No,,2.02404E+12,01-04-2024 00:17,T,A,0,Bed Roll,Non Availability,EC,SEE,CNW,Closed,01-04-2024 00:19,01-04-2024 00:41,00:22,Pillow cover not available ,महोदय आपको हुई असुविधा के लिए हमें बेहद खेद है। आपके कंप्लेंट के अनुसार आप कोच नं.-A2 सीट नं.31 पर सफर कर रहे हैं और आपको Pillow cover नहीं मिला है । जिसे Bedroll स्टाफ द्वारा आपको Pillow cover दिया गया ।जिसका पुष्टि आपके द्वारा किया गया। आपकी सहमति से इस कंप्लेंट को बंद किया जा रहा है ।कृपया इसकी आपूर्ति आप अपने महत्वपूर्ण फीडबैक देकर करें। भारतीय रेल आपको बेहतर सेवाएं देने हेतु कृत संकल्प है। धन्यवाद।  ,15203,EC,SEE,,,2A,31,,DGA,223737,BARAUNI LUCKNOW EXPRESS [MAIL EXPRESS]
SLA 2,,2.02404E+12,,T,H,0,Medical Assistance,Medical Assistance,NC,JHS,CML,Closed,01-04-2024 00:19,01-04-2024 04:12,03:53,passanger ko blood aa raha hai medical help chhiye chot lag gai hai ,MEDICAL CALL ATTENDED BY- DR DARSHAN AT VGLJ STN.,12108,CR,CSTM,,2,,,,,,STP-LTT EXPRESS [SUPERFAST]
No,,2.02404E+12,01-04-2024 00:16,T,W,0,Coach - Maintenance,Others,EO,WAT,CNW,Closed,01-04-2024 00:19,01-04-2024 01:45,01:26,Rat moving near the 49 seat number and has created a hole towards the AC or language unit. ,"Sir, Inconvenience caused deeply regretted, On board staff attended checked not trised hance clouse the complaint, thank you. ",18519,EO,WAT,,,2A,50,,PUNE,163067,VSKP-LTT EXP [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Security,Luggage Left Behind/Unclaimed/Suspected Articles,SC,BZA,RPF,Closed,01-04-2024 00:19,01-04-2024 01:52,01:32,"Customer has complained that he has left the luggage behind  in the train  in genearl coach bg colourr red trolly  tourist and which ccontain dress, documents    certificates etc   ","DSCR BZA contacted with complaiannt he stated that his red colour trolley bag American Tourist company contain dress, documents   certificates etc left behind in general coach beside Guard Bogie which is kept in side upper luggage.your complaint is noted and informed to RPF Rajahmundry for take necessary action ",18519,EO,WAT,,5,,,,,,VSKP-LTT EXP [MAIL EXPRESS]
SLA 2,,2.02404E+12,31-03-2024 23:19,T,A,0,Water Availability,Packaged Drinking Water / Rail Neer,IRC,NORTH_ZONE,IRCTG,Closed,01-04-2024 00:19,01-04-2024 05:03,04:43,Drinking water is not available ,"Sir madam,As per Railway guidelines considering passenger safety & comfort, Catering operations are closed from 22:00 hrs to 06:00 hrs. Moreover, the facilities of platform stalls can be utilized during this duration. Thank you for writing to us.  ",22420,NR,DLI,,2,1A,4,,LKO,,ANVT-GCT SUHAILDEV EXP [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Medical Assistance,Medical Assistance,CR,BSL,CML,Closed,01-04-2024 00:19,01-04-2024 01:16,00:56,passenger need medical emergency please kindly look into matter,"Your request for medical assistance is noted and the Doctor will examine you at Nasik Road station, please pay the doctor's fee accordingly.",11402,CR,CSTM,,1,,,,,,ADB-CSMT MUMBAI EXP [MAIL EXPRESS]
SLA 1,,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,NR,DLI,CML,Closed,01-04-2024 00:19,01-04-2024 05:47,05:27,Unauthorized passengers are travelling in the coach  S6,"महोदय, आपकी की समस्या को ऑन बोर्ड कंडक्टर, & RPF  को अवगत करा दिया गया है, आपकी समस्या का निस्तारण किया जा रहा है रेल प्रशासन आपकी समस्या हेतु यथा संभव बेहतर सेवाये प्रदान करने के लिए प्रयासरत है सहयोग देने एवं धैर्य रखने के लिए धन्यवाद आपको हुई असुविधा के लिए खेद है। गाड़ी अगले हाल्ट पहुँचने पर अटेंड की जायेगी",14623,NR,FZR,,6,,,,,,PATALKOT EXP [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Security,Nuisance by Hawkers/Beggar/Eunuch,NC,AGRA,RPF,Closed,01-04-2024 00:19,01-04-2024 00:53,00:34,Customer ka kahna h ki mai Gen. coach me yatra kar raha hun or log Gen. coach me late kar yatra kar rahe hain or mujhe seat nhi de rahe hain. Customer Ph.-8657193533,"प्रिय रेल यात्री आपकी शिकायत के सम्बन्ध में आगरा छावनी पर RPF स्टाफ को अवगत करा दिया गया है , गाड़ी के आगरा छावनी आगमन पर अटेंड कर आपकी समस्या का समाधान कराया जायेगा , महोदय आपकी शिकायत को समयसीमा कारण डैशबोर्ड से हटाया जा रहा है , कार्यवाही जारी रहेगी , आपको हुयी असुबिधा के लिए हमे खेद है किसी भी प्रकार कोई समस्पया होती है तो हेल्यापलाइन आगरा के मोबाइल नंबर 9760536719 पर सम्पर्क करें , कृपया धैर्य रखें |",22181,WC,JBP,,3,,,,,,JBP-NZM DAILY EXP. [SUPERFAST]
No,Unsatisfactory,2.02404E+12,01-04-2024 00:14,T,W,0,Bed Roll,Non Availability,NR,UMB,CNW,Closed,01-04-2024 00:20,01-04-2024 00:44,00:24,I want to lodge my Complain. Attender is drunk. He told us that I do not have Bed Roll,Attended and talked to the passenger name Rajneesh,12217,NR,UMB,,,3A,17,Happy with this kind of resolution. But i have completed approx 1hr journey with out bed roll. Who r,NZM,204523,KCVL SUF [SUPERFAST]
No,,2.02404E+12,01-04-2024 00:17,T,W,0,Electrical Equipment,Air Conditioner ,EC,SEE,ELE,Closed,01-04-2024 00:20,01-04-2024 00:50,00:29,"Low cooling, AC is not working properly!!",महोदय आपको हुए असुविधा के लिए हमें खेद है आपके कंप्लेन से पता चला कि आपके कोच में कूलिंग कम  है  आपके कंप्लेंन  के सम्बन्ध में ऑनबोर्ड AC  मैकेनिक को बताया गया।  वे बताये की कोच में कूलिंग कम  था दो कम्प्रेस्सेंजर को चल रहा था अभी चारो कम्प्रेस्सेंर चलाया गया है कूलिंग हो गया है जिसकी पुस्टि आपने भी की है और आपकी रजामंदी से ही आपका कंप्लेंन  बंद किया जा रहा है आपकी यात्रा मंगलमय हो धन्यवाद आप अपना महत्वपूर्ण फीडबैक हमें शेयर करें,5289,EC,SEE,,,3E,19,,BSL,,MFP-PUNE SUF SPL [TRAIN ON DEMAND]
No,,2.02404E+12,01-04-2024 00:12,T,A,0,Punctuality,Late Running,NF,TSK,CHG,Closed,01-04-2024 00:20,01-04-2024 02:19,01:59,Unnecessary late of Kamrup express 15959 in Mariani Jn. After entering the NEF you can't the Punctuality. What is the reason of this? Where the maintenance the time perfectly but after entering the Mariani Jn the train become late. Why?,"15959 up  detained mxn due to xing  with 12423 dn,",15959,NF,TSK,,,SL,39,,AGI,197737,KAMRUP EXPRESS [MAIL EXPRESS]
No,Unsatisfactory,2.02404E+12,,T,H,0,Bed Roll,Non Availability,SB,BSP,CNW,Closed,01-04-2024 00:20,01-04-2024 00:45,00:24,AI Generated Complaint Description:Blanket is not being provided in Third AC.  Complaint User Input:मुझे थर्ड ए सी में कम्बल नहीं दिया जा रहा है,Bedroll Provided Durga Prasad.,18234,SB,BSP,,,3A,63,Only one blanket is provided for 2 RAC passengers.,MML,121229,BSP-INDB EXP [MAIL EXPRESS]
